"On-time Graduation Rate"
10/12/2024

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2023,DIV,"Northumberland County Public Schools","Military Connected",<,<,<,<,<
2023,DIV,"Northumberland County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Northumberland County Public Schools","Students with Disabilities",13,12,92.3,12,92.3
2023,DIV,"Northumberland County Public Schools",White,51,48,94.1,48,94.1
2023,DIV,"Norton City Public Schools","All Students",56,52,92.9,54,96.4
2023,DIV,"Norton City Public Schools",Black,<,<,100,<,100
2023,DIV,"Norton City Public Schools","Economically Disadvantaged",39,36,92.3,37,94.9
2023,DIV,"Norton City Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Norton City Public Schools",Female,28,27,96.4,28,100
2023,DIV,"Norton City Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Norton City Public Schools",Male,28,25,89.3,26,92.9
2023,DIV,"Norton City Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Norton City Public Schools","Students with Disabilities",<,<,100,<,100
2023,DIV,"Norton City Public Schools",White,48,44,91.7,46,95.8
2023,DIV,"Nottoway County Public Schools","All Students",129,119,92.2,119,92.2
2023,DIV,"Nottoway County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Nottoway County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Nottoway County Public Schools",Black,52,46,88.5,46,88.5
2023,DIV,"Nottoway County Public Schools","Economically Disadvantaged",90,80,88.9,80,88.9
2023,DIV,"Nottoway County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Nottoway County Public Schools",Female,76,70,92.1,70,92.1
2023,DIV,"Nottoway County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Nottoway County Public Schools",Hispanic,13,13,100,13,100
2023,DIV,"Nottoway County Public Schools",Male,53,49,92.5,49,92.5
2023,DIV,"Nottoway County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Nottoway County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Nottoway County Public Schools","Students with Disabilities",17,15,88.2,15,88.2
2023,DIV,"Nottoway County Public Schools",White,55,51,92.7,51,92.7
2023,DIV,"Orange County Public Schools","All Students",334,312,93.4,317,94.9
2023,DIV,"Orange County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Orange County Public Schools",Black,40,36,90,38,95
2023,DIV,"Orange County Public Schools","Economically Disadvantaged",145,129,89,133,91.7
2023,DIV,"Orange County Public Schools","English Learners",13,10,76.9,10,76.9
2023,DIV,"Orange County Public Schools",Female,164,157,95.7,160,97.6
2023,DIV,"Orange County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Orange County Public Schools",Hispanic,38,35,92.1,35,92.1
2023,DIV,"Orange County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Orange County Public Schools",Male,170,155,91.2,157,92.4
2023,DIV,"Orange County Public Schools","Military Connected",11,11,100,11,100
2023,DIV,"Orange County Public Schools","Multiple Races",31,25,80.6,27,87.1
2023,DIV,"Orange County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Orange County Public Schools","Students with Disabilities",44,41,93.2,41,93.2
2023,DIV,"Orange County Public Schools",White,219,210,95.9,211,96.3
2023,DIV,"Page County Public Schools","All Students",276,266,96.4,267,96.7
2023,DIV,"Page County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Page County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Page County Public Schools",Black,<,<,100,<,100
2023,DIV,"Page County Public Schools","Economically Disadvantaged",147,139,94.6,139,94.6
2023,DIV,"Page County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Page County Public Schools",Female,140,137,97.9,137,97.9
2023,DIV,"Page County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Page County Public Schools",Hispanic,17,17,100,17,100
2023,DIV,"Page County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Page County Public Schools",Male,136,129,94.9,130,95.6
2023,DIV,"Page County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Page County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Page County Public Schools","Students with Disabilities",33,33,100,33,100
2023,DIV,"Page County Public Schools",White,249,240,96.4,241,96.8
2023,DIV,"Patrick County Public Schools","All Students",183,177,96.7,180,98.4
2023,DIV,"Patrick County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Patrick County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Patrick County Public Schools",Black,<,<,100,<,100
2023,DIV,"Patrick County Public Schools","Economically Disadvantaged",102,96,94.1,99,97.1
2023,DIV,"Patrick County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Patrick County Public Schools",Female,91,86,94.5,88,96.7
2023,DIV,"Patrick County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Patrick County Public Schools",Hispanic,21,21,100,21,100
2023,DIV,"Patrick County Public Schools",Homeless,14,13,92.9,13,92.9
2023,DIV,"Patrick County Public Schools",Male,92,91,98.9,92,100
2023,DIV,"Patrick County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Patrick County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Patrick County Public Schools","Students with Disabilities",25,25,100,25,100
2023,DIV,"Patrick County Public Schools",White,145,140,96.6,142,97.9
2023,DIV,"Petersburg City Public Schools","All Students",282,243,86.2,249,88.3
2023,DIV,"Petersburg City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Petersburg City Public Schools",Black,246,212,86.2,216,87.8
2023,DIV,"Petersburg City Public Schools","Economically Disadvantaged",236,204,86.4,210,89
2023,DIV,"Petersburg City Public Schools","English Learners",10,8,80,8,80
2023,DIV,"Petersburg City Public Schools",Female,136,117,86,121,89
2023,DIV,"Petersburg City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Petersburg City Public Schools",Hispanic,23,18,78.3,20,87
2023,DIV,"Petersburg City Public Schools",Homeless,14,9,64.3,10,71.4
2023,DIV,"Petersburg City Public Schools",Male,146,126,86.3,128,87.7
2023,DIV,"Petersburg City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Petersburg City Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Petersburg City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Petersburg City Public Schools","Students with Disabilities",47,40,85.1,40,85.1
2023,DIV,"Petersburg City Public Schools",White,<,<,100,<,100
2023,DIV,"Pittsylvania County Public Schools","All Students",671,620,92.4,621,92.5
2023,DIV,"Pittsylvania County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Pittsylvania County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Pittsylvania County Public Schools",Black,175,166,94.9,166,94.9
2023,DIV,"Pittsylvania County Public Schools","Economically Disadvantaged",289,255,88.2,255,88.2
2023,DIV,"Pittsylvania County Public Schools","English Learners",10,8,80,8,80
2023,DIV,"Pittsylvania County Public Schools",Female,313,296,94.6,297,94.9
2023,DIV,"Pittsylvania County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Pittsylvania County Public Schools",Hispanic,46,43,93.5,43,93.5
2023,DIV,"Pittsylvania County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Pittsylvania County Public Schools",Male,358,324,90.5,324,90.5
2023,DIV,"Pittsylvania County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Pittsylvania County Public Schools","Multiple Races",13,12,92.3,12,92.3
2023,DIV,"Pittsylvania County Public Schools","Students with Disabilities",94,80,85.1,80,85.1
2023,DIV,"Pittsylvania County Public Schools",White,430,392,91.2,393,91.4
2023,DIV,"Poquoson City Public Schools","All Students",166,151,91,157,94.6
2023,DIV,"Poquoson City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Poquoson City Public Schools",Black,<,<,<,<,<
2023,DIV,"Poquoson City Public Schools","Economically Disadvantaged",37,31,83.8,31,83.8
2023,DIV,"Poquoson City Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Poquoson City Public Schools",Female,81,76,93.8,78,96.3
2023,DIV,"Poquoson City Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Poquoson City Public Schools",Male,85,75,88.2,79,92.9
2023,DIV,"Poquoson City Public Schools","Military Connected",21,20,95.2,21,100
2023,DIV,"Poquoson City Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Poquoson City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Poquoson City Public Schools","Students with Disabilities",18,14,77.8,15,83.3
2023,DIV,"Poquoson City Public Schools",White,148,134,90.5,140,94.6
2023,DIV,"Portsmouth City Public Schools","All Students",934,790,84.6,806,86.3
2023,DIV,"Portsmouth City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Portsmouth City Public Schools",Asian,<,<,<,<,<
2023,DIV,"Portsmouth City Public Schools",Black,677,583,86.1,594,87.7
2023,DIV,"Portsmouth City Public Schools","Economically Disadvantaged",556,453,81.5,465,83.6
2023,DIV,"Portsmouth City Public Schools","English Learners",11,7,63.6,7,63.6
2023,DIV,"Portsmouth City Public Schools",Female,477,422,88.5,429,89.9
2023,DIV,"Portsmouth City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Portsmouth City Public Schools",Hispanic,47,39,83,39,83
2023,DIV,"Portsmouth City Public Schools",Homeless,14,10,71.4,10,71.4
2023,DIV,"Portsmouth City Public Schools",Male,457,368,80.5,377,82.5
2023,DIV,"Portsmouth City Public Schools","Military Connected",35,34,97.1,35,100
2023,DIV,"Portsmouth City Public Schools","Multiple Races",45,33,73.3,35,77.8
2023,DIV,"Portsmouth City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Portsmouth City Public Schools","Students with Disabilities",88,78,88.6,80,90.9
2023,DIV,"Portsmouth City Public Schools",White,155,126,81.3,129,83.2
2023,DIV,"Powhatan County Public Schools","All Students",368,338,91.8,356,96.7
2023,DIV,"Powhatan County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Powhatan County Public Schools",Black,23,22,95.7,22,95.7
2023,DIV,"Powhatan County Public Schools","Economically Disadvantaged",92,79,85.9,85,92.4
2023,DIV,"Powhatan County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Powhatan County Public Schools",Female,165,154,93.3,162,98.2
2023,DIV,"Powhatan County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Powhatan County Public Schools",Hispanic,15,12,80,13,86.7
2023,DIV,"Powhatan County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Powhatan County Public Schools",Male,203,184,90.6,194,95.6
2023,DIV,"Powhatan County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Powhatan County Public Schools","Multiple Races",11,10,90.9,11,100
2023,DIV,"Powhatan County Public Schools","Students with Disabilities",48,40,83.3,44,91.7
2023,DIV,"Powhatan County Public Schools",White,317,292,92.1,308,97.2
2023,DIV,"Prince Edward County Public Schools","All Students",141,117,83,127,90.1
2023,DIV,"Prince Edward County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Prince Edward County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Prince Edward County Public Schools",Black,84,70,83.3,77,91.7
2023,DIV,"Prince Edward County Public Schools","Economically Disadvantaged",66,50,75.8,57,86.4
2023,DIV,"Prince Edward County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Prince Edward County Public Schools",Female,65,57,87.7,60,92.3
2023,DIV,"Prince Edward County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Prince Edward County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Prince Edward County Public Schools",Male,76,60,78.9,67,88.2
2023,DIV,"Prince Edward County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Prince Edward County Public Schools","Students with Disabilities",23,17,73.9,19,82.6
2023,DIV,"Prince Edward County Public Schools",White,48,41,85.4,44,91.7
2023,DIV,"Prince George County Public Schools","All Students",472,425,90,428,90.7
2023,DIV,"Prince George County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Prince George County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Prince George County Public Schools",Black,142,128,90.1,130,91.5
2023,DIV,"Prince George County Public Schools","Economically Disadvantaged",197,170,86.3,172,87.3
2023,DIV,"Prince George County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Prince George County Public Schools",Female,247,227,91.9,228,92.3
2023,DIV,"Prince George County Public Schools",Hispanic,60,51,85,51,85
2023,DIV,"Prince George County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Prince George County Public Schools",Male,225,198,88,200,88.9
2023,DIV,"Prince George County Public Schools","Military Connected",80,76,95,76,95
2023,DIV,"Prince George County Public Schools","Multiple Races",34,32,94.1,32,94.1
2023,DIV,"Prince George County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Prince George County Public Schools","Students with Disabilities",70,63,90,63,90
2023,DIV,"Prince George County Public Schools",White,227,205,90.3,206,90.7
2023,DIV,"Prince William County Public Schools","All Students",7296,6880,94.3,6913,94.8
2023,DIV,"Prince William County Public Schools","American Indian",17,15,88.2,16,94.1
2023,DIV,"Prince William County Public Schools",Asian,714,708,99.2,708,99.2
2023,DIV,"Prince William County Public Schools",Black,1496,1422,95.1,1431,95.7
2023,DIV,"Prince William County Public Schools","Economically Disadvantaged",2673,2477,92.7,2490,93.2
2023,DIV,"Prince William County Public Schools","English Learners",939,757,80.6,759,80.8
2023,DIV,"Prince William County Public Schools",Female,3583,3441,96,3452,96.3
2023,DIV,"Prince William County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Prince William County Public Schools",Hispanic,2648,2379,89.8,2389,90.2
2023,DIV,"Prince William County Public Schools",Homeless,79,62,78.5,65,82.3
2023,DIV,"Prince William County Public Schools",Male,3698,3425,92.6,3447,93.2
2023,DIV,"Prince William County Public Schools","Military Connected",265,254,95.8,256,96.6
2023,DIV,"Prince William County Public Schools","Multiple Races",397,377,95,381,96
2023,DIV,"Prince William County Public Schools","Native Hawaiian",19,19,100,19,100
2023,DIV,"Prince William County Public Schools","Students with Disabilities",836,772,92.3,780,93.3
2023,DIV,"Prince William County Public Schools",White,2005,1960,97.8,1969,98.2
2023,DIV,"Pulaski County Public Schools","All Students",300,283,94.3,287,95.7
2023,DIV,"Pulaski County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Pulaski County Public Schools",Asian,<,<,<,<,<
2023,DIV,"Pulaski County Public Schools",Black,13,12,92.3,12,92.3
2023,DIV,"Pulaski County Public Schools","Economically Disadvantaged",128,114,89.1,118,92.2
2023,DIV,"Pulaski County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Pulaski County Public Schools",Female,165,155,93.9,158,95.8
2023,DIV,"Pulaski County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Pulaski County Public Schools",Hispanic,11,10,90.9,10,90.9
2023,DIV,"Pulaski County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Pulaski County Public Schools",Male,135,128,94.8,129,95.6
2023,DIV,"Pulaski County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Pulaski County Public Schools","Multiple Races",16,15,93.8,16,100
2023,DIV,"Pulaski County Public Schools","Students with Disabilities",33,30,90.9,30,90.9
2023,DIV,"Pulaski County Public Schools",White,257,244,94.9,247,96.1
2023,DIV,"Radford City Public Schools","All Students",430,400,93,400,93
2023,DIV,"Radford City Public Schools",Asian,25,24,96,24,96
2023,DIV,"Radford City Public Schools",Black,68,66,97.1,66,97.1
2023,DIV,"Radford City Public Schools","Economically Disadvantaged",159,147,92.5,147,92.5
2023,DIV,"Radford City Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Radford City Public Schools",Female,256,242,94.5,242,94.5
2023,DIV,"Radford City Public Schools",Hispanic,35,30,85.7,30,85.7
2023,DIV,"Radford City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Radford City Public Schools",Male,174,158,90.8,158,90.8
2023,DIV,"Radford City Public Schools","Military Connected",<,<,<,<,<
2023,DIV,"Radford City Public Schools","Multiple Races",32,30,93.8,30,93.8
2023,DIV,"Radford City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Radford City Public Schools","Students with Disabilities",48,46,95.8,46,95.8
2023,DIV,"Radford City Public Schools",White,269,249,92.6,249,92.6
2023,DIV,"Rappahannock County Public Schools","All Students",60,53,88.3,58,96.7
2023,DIV,"Rappahannock County Public Schools",Black,<,<,<,<,<
2023,DIV,"Rappahannock County Public Schools","Economically Disadvantaged",18,13,72.2,16,88.9
2023,DIV,"Rappahannock County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Rappahannock County Public Schools",Female,21,19,90.5,20,95.2
2023,DIV,"Rappahannock County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Rappahannock County Public Schools",Male,39,34,87.2,38,97.4
2023,DIV,"Rappahannock County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Rappahannock County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Rappahannock County Public Schools","Students with Disabilities",<,<,<,<,<
2023,DIV,"Rappahannock County Public Schools",White,50,45,90,50,100
2023,DIV,"Richmond City Public Schools","All Students",1344,1050,78.1,1059,78.8
2023,DIV,"Richmond City Public Schools",Asian,<,<,<,<,<
2023,DIV,"Richmond City Public Schools",Black,764,631,82.6,639,83.6
2023,DIV,"Richmond City Public Schools","Economically Disadvantaged",827,670,81,677,81.9
2023,DIV,"Richmond City Public Schools","English Learners",257,152,59.1,152,59.1
2023,DIV,"Richmond City Public Schools",Female,645,533,82.6,536,83.1
2023,DIV,"Richmond City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Richmond City Public Schools",Hispanic,398,259,65.1,259,65.1
2023,DIV,"Richmond City Public Schools",Homeless,33,28,84.8,28,84.8
2023,DIV,"Richmond City Public Schools",Male,698,516,73.9,522,74.8
2023,DIV,"Richmond City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Richmond City Public Schools","Multiple Races",22,20,90.9,20,90.9
2023,DIV,"Richmond City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Richmond City Public Schools","Students with Disabilities",196,158,80.6,159,81.1
2023,DIV,"Richmond City Public Schools",White,153,134,87.6,135,88.2
2023,DIV,"Richmond County Public Schools","All Students",100,99,99,99,99
2023,DIV,"Richmond County Public Schools",Black,16,15,93.8,15,93.8
2023,DIV,"Richmond County Public Schools","Economically Disadvantaged",47,46,97.9,46,97.9
2023,DIV,"Richmond County Public Schools","English Learners",13,13,100,13,100
2023,DIV,"Richmond County Public Schools",Female,58,57,98.3,57,98.3
2023,DIV,"Richmond County Public Schools",Hispanic,16,16,100,16,100
2023,DIV,"Richmond County Public Schools",Male,42,42,100,42,100
2023,DIV,"Richmond County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Richmond County Public Schools","Students with Disabilities",<,<,100,<,100
2023,DIV,"Richmond County Public Schools",White,62,62,100,62,100
2023,DIV,"Roanoke City Public Schools","All Students",984,861,87.5,861,87.5
2023,DIV,"Roanoke City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Roanoke City Public Schools",Asian,35,33,94.3,33,94.3
2023,DIV,"Roanoke City Public Schools",Black,433,379,87.5,379,87.5
2023,DIV,"Roanoke City Public Schools","Economically Disadvantaged",591,529,89.5,529,89.5
2023,DIV,"Roanoke City Public Schools","English Learners",79,63,79.7,63,79.7
2023,DIV,"Roanoke City Public Schools",Female,474,436,92,436,92
2023,DIV,"Roanoke City Public Schools","Foster Care",11,9,81.8,9,81.8
2023,DIV,"Roanoke City Public Schools",Hispanic,177,136,76.8,136,76.8
2023,DIV,"Roanoke City Public Schools",Homeless,42,30,71.4,30,71.4
2023,DIV,"Roanoke City Public Schools",Male,504,421,83.5,421,83.5
2023,DIV,"Roanoke City Public Schools","Multiple Races",34,31,91.2,31,91.2
2023,DIV,"Roanoke City Public Schools","Students with Disabilities",144,123,85.4,123,85.4
2023,DIV,"Roanoke City Public Schools",White,304,281,92.4,281,92.4
2023,DIV,"Roanoke County Public Schools","All Students",1170,1112,95,1118,95.6
2023,DIV,"Roanoke County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Roanoke County Public Schools",Asian,48,47,97.9,47,97.9
2023,DIV,"Roanoke County Public Schools",Black,102,90,88.2,92,90.2
2023,DIV,"Roanoke County Public Schools","Economically Disadvantaged",371,340,91.6,342,92.2
2023,DIV,"Roanoke County Public Schools","English Learners",14,10,71.4,10,71.4
2023,DIV,"Roanoke County Public Schools",Female,590,563,95.4,565,95.8
2023,DIV,"Roanoke County Public Schools","Foster Care",13,10,76.9,10,76.9
2023,DIV,"Roanoke County Public Schools",Hispanic,83,77,92.8,77,92.8
2023,DIV,"Roanoke County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Roanoke County Public Schools",Male,580,549,94.7,553,95.3
2023,DIV,"Roanoke County Public Schools","Military Connected",15,14,93.3,15,100
2023,DIV,"Roanoke County Public Schools","Multiple Races",52,49,94.2,49,94.2
2023,DIV,"Roanoke County Public Schools","Students with Disabilities",111,100,90.1,100,90.1
2023,DIV,"Roanoke County Public Schools",White,884,848,95.9,852,96.4
2023,DIV,"Rockbridge County Public Schools","All Students",215,206,95.8,207,96.3
2023,DIV,"Rockbridge County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools",Black,<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools","Economically Disadvantaged",80,75,93.8,76,95
2023,DIV,"Rockbridge County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools",Female,97,93,95.9,93,95.9
2023,DIV,"Rockbridge County Public Schools",Hispanic,10,10,100,10,100
2023,DIV,"Rockbridge County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools",Male,118,113,95.8,114,96.6
2023,DIV,"Rockbridge County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Rockbridge County Public Schools","Students with Disabilities",26,25,96.2,25,96.2
2023,DIV,"Rockbridge County Public Schools",White,184,175,95.1,176,95.7
2023,DIV,"Rockingham County Public Schools","All Students",938,891,95,898,95.7
2023,DIV,"Rockingham County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Rockingham County Public Schools",Asian,15,14,93.3,14,93.3
2023,DIV,"Rockingham County Public Schools",Black,16,14,87.5,15,93.8
2023,DIV,"Rockingham County Public Schools","Economically Disadvantaged",363,329,90.6,335,92.3
2023,DIV,"Rockingham County Public Schools","English Learners",63,56,88.9,56,88.9
2023,DIV,"Rockingham County Public Schools",Female,440,425,96.6,427,97
2023,DIV,"Rockingham County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Rockingham County Public Schools",Hispanic,169,153,90.5,153,90.5
2023,DIV,"Rockingham County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Rockingham County Public Schools",Male,498,466,93.6,471,94.6
2023,DIV,"Rockingham County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Rockingham County Public Schools","Multiple Races",53,49,92.5,52,98.1
2023,DIV,"Rockingham County Public Schools","Students with Disabilities",85,83,97.6,84,98.8
2023,DIV,"Rockingham County Public Schools",White,681,657,96.5,660,96.9
2023,DIV,"Russell County Public Schools","All Students",273,247,90.5,252,92.3
2023,DIV,"Russell County Public Schools",Black,<,<,100,<,100
2023,DIV,"Russell County Public Schools","Economically Disadvantaged",121,109,90.1,112,92.6
2023,DIV,"Russell County Public Schools",Female,133,124,93.2,126,94.7
2023,DIV,"Russell County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Russell County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Russell County Public Schools",Male,140,123,87.9,126,90
2023,DIV,"Russell County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Russell County Public Schools","Students with Disabilities",33,28,84.8,28,84.8
2023,DIV,"Russell County Public Schools",White,268,243,90.7,247,92.2
2023,DIV,"Salem City Public Schools","All Students",297,284,95.6,285,96
2023,DIV,"Salem City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Salem City Public Schools",Black,37,33,89.2,34,91.9
2023,DIV,"Salem City Public Schools","Economically Disadvantaged",112,102,91.1,103,92
2023,DIV,"Salem City Public Schools","English Learners",13,11,84.6,11,84.6
2023,DIV,"Salem City Public Schools",Female,130,125,96.2,125,96.2
2023,DIV,"Salem City Public Schools",Hispanic,22,20,90.9,20,90.9
2023,DIV,"Salem City Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Salem City Public Schools",Male,167,159,95.2,160,95.8
2023,DIV,"Salem City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Salem City Public Schools","Multiple Races",18,17,94.4,17,94.4
2023,DIV,"Salem City Public Schools","Students with Disabilities",35,33,94.3,33,94.3
2023,DIV,"Salem City Public Schools",White,214,208,97.2,208,97.2
2023,DIV,"Scott County Public Schools","All Students",264,243,92,245,92.8
2023,DIV,"Scott County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Scott County Public Schools",Black,<,<,100,<,100
2023,DIV,"Scott County Public Schools","Economically Disadvantaged",152,133,87.5,135,88.8
2023,DIV,"Scott County Public Schools",Female,114,108,94.7,108,94.7
2023,DIV,"Scott County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Scott County Public Schools",Hispanic,10,10,100,10,100
2023,DIV,"Scott County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Scott County Public Schools",Male,150,135,90,137,91.3
2023,DIV,"Scott County Public Schools","Military Connected",<,<,<,<,<
2023,DIV,"Scott County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Scott County Public Schools","Students with Disabilities",37,35,94.6,35,94.6
2023,DIV,"Scott County Public Schools",White,247,226,91.5,228,92.3
2023,DIV,"Shenandoah County Public Schools","All Students",451,440,97.6,440,97.6
2023,DIV,"Shenandoah County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Shenandoah County Public Schools",Black,13,13,100,13,100
2023,DIV,"Shenandoah County Public Schools","Economically Disadvantaged",197,192,97.5,192,97.5
2023,DIV,"Shenandoah County Public Schools","English Learners",26,24,92.3,24,92.3
2023,DIV,"Shenandoah County Public Schools",Female,220,216,98.2,216,98.2
2023,DIV,"Shenandoah County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Shenandoah County Public Schools",Hispanic,66,64,97,64,97
2023,DIV,"Shenandoah County Public Schools",Male,230,223,97,223,97
2023,DIV,"Shenandoah County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Shenandoah County Public Schools","Multiple Races",19,18,94.7,18,94.7
2023,DIV,"Shenandoah County Public Schools","Students with Disabilities",70,67,95.7,67,95.7
2023,DIV,"Shenandoah County Public Schools",White,350,342,97.7,342,97.7
2023,DIV,"Smyth County Public Schools","All Students",298,292,98,293,98.3
2023,DIV,"Smyth County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Smyth County Public Schools",Black,<,<,100,<,100
2023,DIV,"Smyth County Public Schools","Economically Disadvantaged",150,145,96.7,146,97.3
2023,DIV,"Smyth County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Smyth County Public Schools",Female,129,127,98.4,127,98.4
2023,DIV,"Smyth County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Smyth County Public Schools",Hispanic,13,12,92.3,12,92.3
2023,DIV,"Smyth County Public Schools",Male,168,164,97.6,165,98.2
2023,DIV,"Smyth County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Smyth County Public Schools","Multiple Races",<,<,100,<,100
